run_prevention_rank,pitcher_name,team,appearances,pitches,runs_allowed,outs_recorded,innings_pitched,runs_per_9,reliability,adjusted_runs_per_9,run_prevention_score
340,"Woodford, Jake",Milwaukee Brewers,16,400,23,71,23.666666666666668,8.746478873239436,0.4444444444444444,6.5864831455735775,20.989001305419738
341,"Johnson, Seth",Philadelphia Phillies,16,323,16,49,16.333333333333332,8.816326530612246,0.4444444444444444,6.617526548850382,20.446810766426545
342,"Walker, Ryan",San Francisco Giants,31,582,27,94,31.33333333333333,7.755319148936171,0.6078431372549019,6.6193063703105715,20.415725181247392
343,"Henry, Cole",Washington Nationals,11,282,15,41,13.666666666666666,9.878048780487806,0.3548387096774194,6.639621543683345,20.060909225583334
344,"Banks, Tanner",Philadelphia Phillies,27,527,25,84,28.0,8.035714285714286,0.574468085106383,6.683702489002203,19.291010664892344
345,"Varland, Gus",Washington Nationals,33,570,28,95,31.666666666666668,7.957894736842105,0.6226415094339622,6.788306746879383,17.464038330264692
346,"Svanson, Matt",St. Louis Cardinals,40,774,37,127,42.333333333333336,7.866141732283465,0.6666666666666666,6.86359000933594,16.149173710412065
347,"Pomeranz, Drew",Los Angeles Angels,25,392,22,70,23.33333333333333,8.485714285714286,0.5555555555555556,6.873613075814999,15.974115203836975
348,"Jax, Griffin",Tampa Bay Rays,11,191,11,28,9.333333333333334,10.607142857142858,0.3548387096774194,6.898332345077073,15.542379230650818
349,"Santillan, Tony",Cincinnati Reds,37,579,30,101,33.666666666666664,8.01980198019802,0.6491228070175439,6.910568500634115,15.328667875696556
350,"Leasure, Jordan",Chicago White Sox,17,297,18,52,17.333333333333332,9.346153846153848,0.4594594594594595,6.920387747390087,15.15716919548884
351,"Gage, Matt",San Francisco Giants,34,527,25,82,27.33333333333333,8.231707317073171,0.6296296296296297,6.982366297209364,14.074678882397459
352,"Strahm, Matt",Kansas City Royals,41,634,32,107,35.666666666666664,8.074766355140188,0.6721311475409836,7.020248390648614,13.4130467643956
353,"Bidois, Brandan",Pittsburgh Pirates,15,325,18,49,16.333333333333332,9.918367346938776,0.42857142857142855,7.027006899225699,13.295005601977758
354,"Vest, Will",Detroit Tigers,27,484,26,80,26.666666666666668,8.775,0.574468085106383,7.1083985376344225,11.873454752514721
355,"Herget, Jimmy",Colorado Rockies,40,727,36,118,39.333333333333336,8.23728813559322,0.6666666666666666,7.1110209448757775,11.827652931658553
356,"Suarez, José",Athletics,33,646,38,120,40.0,8.549999999999999,0.6226415094339622,7.156976061675807,11.02502090948202
357,"Díaz, Edwin",Los Angeles Dodgers,16,319,16,41,13.666666666666666,10.53658536585366,0.4444444444444444,7.3820860311799,7.093348386019895
358,"Martin, Chris",Texas Rangers,16,248,17,42,14.0,10.928571428571429,0.4444444444444444,7.556302059054463,4.050567244651212
359,"Bummer, Aaron",Atlanta Braves,19,284,18,46,15.333333333333334,10.565217391304348,0.48717948717948717,7.63868876163078,2.6116370385322796
360,"Little, Brendon",Toronto Blue Jays,22,441,24,62,20.666666666666668,10.451612903225804,0.5238095238095238,7.788219408090131,0.0
